dataset,filename,category_id,category,overall_score,background_cleanliness,text_watermark_score,product_prominence,commercial_appeal,bg_class,needs_bg_replacement,reason
ecommerce118k,d158cc6a39032e1517a341b9aa00de3c.jpg,6,earring,8.25,9,10,8,6,plain,False,"The background is a plain, slightly off-white surface."
ecommerce118k,4fc2157c153928d570b2415c05e3424a.jpg,6,earring,9.25,10,10,9,8,plain,False,"The background is a plain, bright white, providing a neutral backdrop for the model and earrings."
ecommerce118k,6353d001019df461c80b6817b799df8a.jpg,6,earring,7.0,4,10,8,6,lifestyle,True,The distracting and unfocused background detracts from the earring and reduces its visual impact.
ecommerce118k,0f9daf015ed11e88dd6f1957b1c3d34b.jpg,6,earring,6.75,4,10,8,6,lifestyle,True,The background is distracting and doesn't clearly showcase the earrings.
ecommerce118k,02e953273db3f9a737013ba0b3d35338.jpg,6,earring,6.25,3,10,8,6,cluttered,True,The cluttered background distracts from the earrings and reduces the image's professional appeal.
ecommerce118k,95f7729e18594ca5664b2f4cf7f8fe22.jpg,6,earring,6.25,10,1,8,6,plain,False,The image is significantly detracted by the large promotional text overlay.
ecommerce118k,4e96822207ddfdb8983ff9ad028caa3d.jpg,6,earring,8.75,8,10,9,8,plain,False,"The product is presented on a black velvet-like surface with a blurred, golden-toned object visible in the background."
ecommerce118k,7d89c11f464c08671e384a5580be57c9.jpg,6,earring,3.5,2,1,7,4,cluttered,True,The image is heavily cluttered with distracting text and promotional banners that significantly detract from the product.
ecommerce118k,e9f596e9775e22c3dbe690761d21c958.jpg,6,earring,8.25,8,10,9,6,plain,False,The earrings are displayed on a red velvet cushion against a bright white background.
ecommerce118k,bba3fde8d79014266bfbcb229dafc86e.jpg,6,earring,8.25,9,10,8,6,plain,False,"The background is a blurry, light greyish-white gradient."
ecommerce118k,49e9076893d455aa74ad2cc434c3f0ab.jpg,6,earring,8.75,10,10,9,7,plain,False,The background is a plain white surface with a subtle reflection underneath the earrings.
ecommerce118k,c26599a2b3931e8fb132966690f01ca8.jpg,6,earring,6.5,8,3,9,6,plain,False,The large watermark significantly detracts from the professional appearance of the image.
ecommerce118k,b3d7941de9205eab04befd6c390eab7a.jpg,6,earring,8.75,8,10,9,8,lifestyle,False,"The product is displayed on a textured, dark teal-colored box with a repeating geometric pattern."
ecommerce118k,8dbcf4f7f1f039f9f1ca0d4498366209.jpg,6,earring,8.25,7,10,9,7,lifestyle,False,"The background consists of a textured, off-white surface with a partial view of a ceramic plate or dish."
ecommerce118k,79677e56b7f15c9389a064e9b6d01ec0.jpg,6,earring,8.75,10,10,8,7,plain,False,The product is displayed on a completely white background.
ecommerce118k,354c0f121266260a44b9e9f47ea0568a.jpg,6,earring,5.25,6,2,8,5,lifestyle,False,"The large, distracting watermark significantly reduces purchase confidence."
ecommerce118k,a6ad7a31ee1dd4cbb721f2a6b6f4b624.jpg,6,earring,8.75,10,10,9,7,plain,False,The product is displayed against a plain white background.
ecommerce118k,5a9286a045568205818a9e236cc1a29a.jpg,6,earring,6.0,8,1,9,6,plain,False,"The large, distracting watermark significantly reduces purchase confidence."
ecommerce118k,887606e35d624bf57c8dd10fa4af2d94.jpg,6,earring,7.75,7,10,8,6,plain,false,The background is a white brick wall texture.
ecommerce118k,9079188592750fc9e2f1389aa96c6ba6.jpg,6,earring,8.5,9,10,8,7,plain,False,"The background is a blurred, neutral tone, appearing to be a plain wall or studio backdrop."
ecommerce118k,5e97e55e2ba38e7cd8ebdddd10c50815.jpg,6,earring,8.25,8,10,9,6,plain,False,"The background appears to be a dark, textured fabric, possibly velvet or a similar material."
ecommerce118k,8d55e5d1c73120165bf7ef5bd778ceeb.jpg,6,earring,6.25,10,1,8,6,plain,False,"The image is significantly degraded by a large, distracting watermark."
ecommerce118k,c1a87ee33b5f4dc9dbbcf1cb5e2330a1.jpg,6,earring,8.5,8,10,9,7,plain,False,"The product is placed on top of a textured, light-coloured surface resembling a card or paper with faint grid lines."
ecommerce118k,0dca4c1b5bdcdedd4c772cea44b2b7b2.jpg,6,earring,7.75,6,10,8,7,lifestyle,False,The background is a white surface with a partial view of a patterned plate and a person's face and neck.
ecommerce118k,205bace35c83772decc69a7c083496f6.jpg,6,earring,7.0,9,3,9,7,plain,False,"The background is a gradient of grey, transitioning from white to darker grey."
ecommerce118k,670072b79c99c99f3f92991020bd4f7c.jpg,6,earring,8.25,9,10,8,6,plain,False,"The product is set against a slightly off-white, seemingly seamless background."
ecommerce118k,fea9daa3cac5c19fe387b762a02aca8c.jpg,6,earring,8.75,10,10,8,7,plain,False,The background is a completely plain white surface.
ecommerce118k,95dcd5b3b103e8d50f96a2dcc94a3483.jpg,6,earring,5.25,7,2,8,4,plain,False,"The image is significantly detracted by the large, distracting text overlays."
ecommerce118k,88ba55461559fe7e388583446cd4cd45.jpg,6,earring,7.75,6,10,8,7,lifestyle,False,"The background is a blurred human face and hair, likely a model wearing the earrings."
ecommerce118k,75612be302739c82a5959c460833e5ee.jpg,6,earring,8.75,10,10,9,7,plain,False,The product is displayed on a completely white background with a subtle reflection underneath.
ecommerce118k,b421d2ca23ce2b4cf7aedb28427c4bfa.jpg,6,earring,6.5,9,2,9,6,plain,False,"The large, distracting watermarks and seller text significantly reduce the image's professional appeal."
ecommerce118k,b017acb4a617f2693fea6a73f12d3e11.jpg,6,earring,6.5,8,3,9,6,plain,False,The large watermark significantly detracts from the image's professional appearance.
ecommerce118k,e81af8aee30290a2eaafea531eb6f8e0.jpg,6,earring,7.75,7,10,8,7,lifestyle,False,The product is placed on a white marble-like surface with sprigs of white baby's breath flowers scattered around it.
ecommerce118k,4eb0a53a70669104bbe8bd8d1a0e024a.jpg,6,earring,4.0,4,1,8,3,plain,True,The excessive branding and red border significantly detract from the product and appear unprofessional.
ecommerce118k,3861d0c5c3a9bc5fffb19011bb7a07d3.jpg,6,earring,7.75,8,10,7,6,plain,False,"The background is a gradient of light grey to white, appearing somewhat textured or slightly reflective."
ecommerce118k,67684e4049c0f67047e5e3f76bd89955.jpg,6,earring,8.25,9,10,8,6,plain,False,"The product is set against a slightly off-white, textured background."
ecommerce118k,ab5c29be9bfee26e5d79a522a4291fdd.jpg,6,earring,5.25,6,2,8,5,lifestyle,False,"The large, distracting text overlays significantly reduce the image's professional quality."
ecommerce118k,74720bfaf142c5766235aaf2ad103da2.jpg,6,earring,6.25,10,1,8,6,plain,False,The background is a plain white surface.
ecommerce118k,5716394ab4b1ad3ec025314a4cffa5c3.jpg,6,earring,6.75,10,2,9,6,plain,False,The background is a plain white surface.
ecommerce118k,3538fb6b12c50f92ce2f1f6e068aac7b.jpg,6,earring,7.75,6,10,8,7,lifestyle,False,"The product is placed on top of an open magazine with text visible, and a few white flowers are scattered around."
ecommerce118k,d64199e88699e61226686245214f3b2f.jpg,6,earring,8.5,8,10,9,7,plain,False,"The product is set against a dark, speckled black background."
ecommerce118k,6be4198e0da0b1803bb55599eeca03d2.jpg,6,earring,7.5,6,10,8,6,lifestyle,False,The product is placed on a surface with a blurred background of pink and white flowers.
ecommerce118k,e1048f004b18e82d809d2abd30d75e9e.jpg,6,earring,7.25,5,10,8,6,lifestyle,False,The background is a split composition of a blurred human ear and a yellow surface with additional earring pieces.
ecommerce118k,41e08510c6676e2b879515115e4e40f2.jpg,6,earring,6.5,4,10,7,5,cluttered,True,The cluttered background with a person distracts from the earrings and reduces their visual impact.
ecommerce118k,124e67d56bb6f03a53ba1be709f3a390.jpg,6,earring,8.0,9,10,7,6,plain,False,The product is displayed on a plain white surface.
ecommerce118k,db97e423ebec2ac1517d961f874e8759.jpg,6,earring,5.0,8,1,7,4,plain,False,"The large, intrusive text overlay significantly reduces purchase confidence."
ecommerce118k,6254747bead5737be7286b23cb214ff4.jpg,6,earring,5.5,6,3,8,5,lifestyle,False,The prominent text overlay on the product card detracts from the product's visual appeal.
ecommerce118k,c43e99128328b11704291f1d481bb0f6.jpg,6,earring,5.75,10,1,8,4,plain,False,The image is significantly degraded by excessive seller-added text and watermarks.
ecommerce118k,6d0ae26199bf57708e8dac939659f639.jpg,6,earring,6.75,4,10,8,6,lifestyle,True,The blurry and distracting background detracts from the product and reduces its visual impact.
ecommerce118k,d6d0078d369fd2b2f447824de448ffd4.jpg,6,earring,3.0,2,1,7,2,cluttered,True,"The image is overwhelmed by distracting text overlays and a busy, unprofessional background."
ecommerce118k,d008f1d94fa0ca173513ccc20c87d73a.jpg,6,earring,6.75,9,6,7,5,plain,False,"The background is a plain, slightly off-white surface."
ecommerce118k,b7a6316be49511b55aadd7187f75e4ff.jpg,7,cap,5.75,9,2,8,4,plain,False,The excessive watermarks and promotional badges significantly detract from the product's presentation and reduce purchase confidence.
ecommerce118k,29dea7bfa679cecf0fa04ce614bcf557.jpg,7,cap,3.25,2,1,7,3,cluttered,True,"The image is heavily cluttered with distracting text and watermarks, significantly reducing its commercial appeal."
ecommerce118k,be5a95977a400ed0dda6b826dff6d1f0.jpg,7,cap,3.25,2,1,7,3,cluttered,True,The image is overwhelmed with distracting text and promotional banners that significantly detract from the product.
ecommerce118k,1f40db2869a1384014bf335e0d5b115b.jpg,7,cap,7.25,6,10,7,6,lifestyle,False,The products are laid out on a wood-grain surface.
ecommerce118k,9664377b8509ecaea6758a011da06db0.jpg,7,cap,3.25,2,1,7,3,cluttered,True,"The image is overwhelmed with excessive text overlays and a distracting background, significantly reducing its commercial appeal."
ecommerce118k,fea40cf631f03aae9df79529d46377aa.jpg,7,cap,3.25,2,1,7,3,cluttered,True,"The image is heavily cluttered with distracting text and logos, significantly reducing its commercial appeal."
ecommerce118k,5154c73aa8dad14b64d0be47fd625d20.jpg,7,cap,5.5,8,1,9,4,plain,False,"The large, distracting text overlays significantly reduce the image's commercial appeal and professionalism."
ecommerce118k,b43c44ee9a00369284c1c09d3eec45b5.jpg,7,cap,6.5,10,1,9,6,plain,False,The large text overlay significantly detracts from the image's professional appearance.
ecommerce118k,5e7b524ed67151be1726112ff1393f6b.jpg,7,cap,6.0,7,3,9,5,plain,False,The prominent watermark and social media handle detract from the product and reduce commercial appeal.
ecommerce118k,f6006b7cba5d572d988006523c4b3e78.jpg,7,cap,6.5,9,2,9,6,plain,False,"The large, distracting watermark significantly reduces purchase confidence."
ecommerce118k,b1642cca44fe6f02cf7452d2b9b0a8c1.jpg,7,cap,8.5,10,10,8,6,plain,False,The background is a plain white surface.
ecommerce118k,a2752bcc02d4fc3349c88bc8d0d945f9.jpg,7,cap,5.75,3,10,7,4,cluttered,True,The cluttered and distracting background significantly detracts from the product's presentation.
ecommerce118k,001423ae3c98cbe0bb51522748381c84.jpg,7,cap,3.75,3,1,7,4,cluttered,True,"The image is heavily cluttered with irrelevant text and descriptions, significantly detracting from the product."
ecommerce118k,774bb27ebdd033318eca033b88b243eb.jpg,7,cap,3.5,3,1,7,3,cluttered,True,"The image is heavily overlaid with seller text and watermarks, significantly reducing its commercial appeal."
ecommerce118k,db4db1291551f5aacd4f8c8159109f71.jpg,7,cap,8.75,10,10,9,7,plain,False,The product is displayed on a completely plain white background.
ecommerce118k,0c0b7800a064f50b1da2d3c2050600e6.jpg,7,cap,8.5,8,10,9,7,plain,False,"The background appears to be a textured grey surface, possibly concrete or a similar material."
ecommerce118k,583ff201265fc1b4ac41db3149e57583.jpg,7,cap,5.0,6,2,8,4,plain,False,The excessive text and watermarks significantly detract from the product's presentation and reduce purchase confidence.
ecommerce118k,dd266e6380eb5310ca310914ddb14985.jpg,7,cap,5.0,6,2,8,4,plain,False,"The image is significantly marred by large, distracting text overlays that reduce purchase confidence."
ecommerce118k,66ed0eb60a69a2eead824d22feda075b.jpg,7,cap,8.5,9,10,8,7,plain,False,"The background is a gradient from light grey to white, appearing mostly plain."
ecommerce118k,582dfce01d50322301ff26b8563e1cc9.jpg,7,cap,6.75,10,3,8,6,plain,False,The background is a plain white surface.
ecommerce118k,e4a801eaffdb1040a80bff3ab6973633.jpg,7,cap,8.75,10,10,8,7,plain,False,"The product is set against a solid, light grey gradient background."
ecommerce118k,8dd2bf60649958f95b54d43457d4a51b.jpg,7,cap,5.75,8,2,9,4,plain,false,"The large, repetitive watermarks significantly detract from the product's presentation and reduce purchase confidence."
ecommerce118k,ab7f5bc8a3bddac6a24e2f02b2c0c986.jpg,7,cap,4.0,3,1,8,4,cluttered,True,The cluttered background with receipts and a shopping bag distracts from the product and lowers purchase confidence.
ecommerce118k,040a8eeb42c8bdbb9507597361ec6786.jpg,7,cap,5.25,9,1,8,3,plain,False,"The image is severely marred by large, distracting text overlays that reduce purchase confidence."
ecommerce118k,e8111de2d5bb569ae2ad58396b2fd247.jpg,7,cap,5.5,10,1,8,3,plain,False,"The image is heavily cluttered with promotional text and badges, significantly reducing its commercial appeal."
ecommerce118k,feb0d082aee597a6944d2e6e217c6266.jpg,7,cap,6.5,4,10,7,5,lifestyle,True,The cluttered collage background distracts from the product and reduces its visual impact.
ecommerce118k,35e4825a4b65a490e495d3930e26d5bf.jpg,7,cap,4.25,3,2,8,4,cluttered,True,"The image is heavily cluttered with seller logos and text overlays, significantly reducing its commercial appeal."
ecommerce118k,c204335745487e1c8447954aed9c214c.jpg,7,cap,4.25,3,2,8,4,cluttered,True,"The image is significantly hampered by large, distracting text overlays and a cluttered background."
ecommerce118k,29f748bf3eebccf29be70b3a485ebf30.jpg,7,cap,7.5,8,10,7,5,plain,False,"The background is a plain, off-white surface with some visible shadows and slight texture."
ecommerce118k,24782d3ee1d059a8521227bfa389bab5.jpg,7,cap,6.25,4,10,7,4,cluttered,True,"The background is distracting and detracts from the product, and the overall image lacks commercial appeal."
ecommerce118k,96622c00903f4ec0ef243b68b3407800.jpg,7,cap,8.25,7,10,8,8,lifestyle,False,"The background is a softly blurred, neutral-toned wall with a glimpse of a white chair."
ecommerce118k,1f680bb48eae166b9a0c6db7a7adfcf4.jpg,7,cap,5.75,3,10,7,4,cluttered,True,The cluttered background distracts from the product and reduces its commercial appeal.
ecommerce118k,90da06ac054a6ac09ee97303782ace6d.jpg,7,cap,5.5,6,3,8,5,lifestyle,True,The image is significantly detracted from by the seller-added text and the distracting lifestyle background.
ecommerce118k,c6f8d90f6649bd3852fdc8123ee14e83.jpg,7,cap,5.75,7,2,9,5,plain,False,"The large, distracting text overlay significantly reduces the image's commercial appeal."
ecommerce118k,e822b7e8dbde84b7f80374e78c831ace.jpg,7,cap,4.25,3,1,8,5,cluttered,True,The busy and repetitive background distracts from the product and reduces its visual impact.
ecommerce118k,31cbc625ab5a83db02103a1530f7cd08.jpg,7,cap,5.0,6,1,8,5,lifestyle,False,The large watermark significantly detracts from the image's professional appearance and purchase appeal.
ecommerce118k,dbd2fa7792bebda88e175b69e0502859.jpg,7,cap,8.75,10,10,9,7,plain,False,"The product is displayed on a plain white background with a subtle shadow effect, and smaller images of color variations are positioned below."
ecommerce118k,103accb681349cf71825ee463d70c225.jpg,7,cap,2.75,2,1,6,2,cluttered,True,"The image is severely cluttered with distracting text overlays and a messy retail background, significantly reducing purchase confidence."
ecommerce118k,6b507df75c558203abc67209a7e62823.jpg,7,cap,5.75,10,1,8,4,plain,False,"The large, distracting text overlay significantly reduces purchase confidence."
ecommerce118k,f2ac3aabf61fbd33ee61d63ece3d8934.jpg,7,cap,8.75,10,10,9,7,plain,False,"The background is a completely white, seamless backdrop."
ecommerce118k,d908b8de04bb494cee06c6ad57a8c357.jpg,7,cap,6.25,7,3,9,6,plain,False,"The large, distracting watermark significantly reduces the image's professional appeal."
ecommerce118k,2faa8e21f84b774a0ccef3f19780d339.jpg,7,cap,6.0,9,2,8,5,plain,False,"The large, distracting watermark significantly reduces the image's professional appeal."
ecommerce118k,0d154c5ead3f05bd3d863fe758783b67.jpg,7,cap,3.0,2,1,7,2,cluttered,True,"The image is overwhelmed with excessive text overlays and a distracting background, severely reducing its commercial appeal."
ecommerce118k,1c0336e6f1bb15c42be4fd11569ff155.jpg,7,cap,8.75,10,10,9,7,plain,False,The product is displayed on a completely white background.
ecommerce118k,360432fd37cf396f0a6d152f74553e1f.jpg,7,cap,5.0,8,1,7,4,plain,False,"The image is significantly degraded by large, distracting text overlays."
ecommerce118k,28f4c45b54b4155cdde21c1e7b2c56b6.jpg,7,cap,3.25,2,1,7,3,cluttered,True,"The image is heavily cluttered with distracting text and watermarks, significantly reducing its commercial appeal."
ecommerce118k,5f7ee708a5d23c8eb1250042e3c4e65d.jpg,7,cap,3.0,2,1,7,2,cluttered,True,"The image is overwhelmed with distracting text and logos, severely reducing its commercial appeal."
ecommerce118k,5ffec3b79d49af80fb733856da1a8aff.jpg,7,cap,6.25,8,2,9,6,plain,False,The large watermark and logo significantly detract from the product's presentation and reduce purchase confidence.
ecommerce118k,90d02ed4c9064f5844614071b6d6788c.jpg,7,cap,7.5,7,10,8,5,plain,False,"The product is set against a slightly off-white, uneven background."
ecommerce118k,1aa80a5541c161100350746a381f46f5.jpg,7,cap,4.0,3,2,7,4,cluttered,True,The large watermark and collage background significantly detract from the product and reduce purchase confidence.
ecommerce118k,e8ed99ab766e90da698afdfbc2536448.jpg,7,cap,6.5,10,1,9,6,plain,False,"The image is significantly degraded by the large, distracting watermarks."
ecommerce118k,0204b18868dd21f9495ff301d52d0049.jpg,7,cap,8.25,8,10,9,6,plain,False,The product is placed on a light-coloured wooden surface.
ecommerce118k,166b65d33f79cd6adcbad463be185d07.jpg,7,cap,8.5,10,10,8,6,plain,False,"The product is set against a solid, light blue background."
ecommerce118k,52e47b8ff810e91f0793f0ecc2829570.jpg,7,cap,4.5,4,2,8,4,cluttered,True,The large watermark and cluttered background significantly detract from the product and reduce purchase confidence.
ecommerce118k,2fa2163932ffc2bf9ecdf144e3522ddc.jpg,7,cap,8.75,10,10,9,7,plain,False,"The product is set against a plain, off-white background with a subtle shadow."
ecommerce118k,23cd71fa522bb224b0e659f5961ded12.jpg,7,cap,8.75,10,10,8,7,plain,False,The product is displayed against a plain white background.
ecommerce118k,fc132adee888abc1e85914491f3244e9.jpg,7,cap,4.25,3,5,6,3,cluttered,True,The blurry and distracting background significantly detracts from the product and reduces purchase confidence.
ecommerce118k,ab4f383d8d38a84b1c5eed0a6719d33a.jpg,7,cap,7.5,6,10,8,6,lifestyle,False,The product is placed on a fluffy white faux fur surface.
ecommerce118k,fe4e9663ece37aec68c8a9cf7ffb3a08.jpg,7,cap,5.75,10,1,8,4,plain,False,The large watermark and promotional text significantly detract from the product's appeal and reduce purchase confidence.
ecommerce118k,0cdd2c820bd9024af4e9d99561a41a33.jpg,7,cap,6.75,4,10,8,6,lifestyle,True,The cluttered and distracting background detracts from the product and reduces its visual impact.
ecommerce118k,38290ade16418fc5857123f927bb6dcb.jpg,8,wallet,7.5,6,10,8,6,lifestyle,False,The product is placed on a fluffy white rug with a small potted plant visible in the upper right corner.
ecommerce118k,224f2ef31d01e9c6e6d2554b83b4cfe3.jpg,8,wallet,6.25,6,5,8,6,lifestyle,False,The product is placed on a white surface with a blurred arrangement of pink flowers and a citrus coaster.
ecommerce118k,d62b2adac2588e01bfcce63bd2c290f2.jpg,8,wallet,3.5,3,1,7,3,plain,True,"The image is heavily cluttered with seller-added text and watermarks, significantly reducing its commercial appeal."
ecommerce118k,64652230972c317b2c8b5aa390a19436.jpg,8,wallet,5.75,4,6,8,5,cluttered,True,The cluttered background distracts from the product and reduces its visual impact.
ecommerce118k,dafc8d44463d7d13805ca833c2eceb42.jpg,8,wallet,7.5,6,10,8,6,lifestyle,False,"The product is held against a fluffy, white, textured background resembling faux fur."
ecommerce118k,e0d1627cecb1830f441faaef1941ebe6.jpg,8,wallet,6.5,10,1,9,6,plain,False,"The image is significantly detracted by the large, distracting text overlay."
ecommerce118k,4507ef2d0227e085ad18b495459e67d4.jpg,8,wallet,4.25,6,1,7,3,plain,False,"The image is heavily overlaid with distracting text and promotional banners, significantly reducing its commercial appeal."
ecommerce118k,8df3d443dd9907cda2f913cf9bf7bb2e.jpg,8,wallet,7.5,8,10,7,5,plain,False,"The background is a dark, slightly wrinkled fabric, appearing as a solid, non-descript dark grey or black."
ecommerce118k,0ae1b0cb3ca4d316f23e5ec975960169.jpg,8,wallet,7.75,6,10,8,7,lifestyle,False,The product is staged with a kraft paper bag and white marble-like surface.
ecommerce118k,5e69120e0de5147129af812693b0040d.jpg,8,wallet,7.75,7,10,8,6,plain,False,"The background is a blurred, white surface with large, partially visible black text."
ecommerce118k,1f2ebda36941990afcb7542b95132a29.jpg,8,wallet,7.5,6,10,8,6,plain,False,"The background is a blurry, off-white surface with a partial view of a white object, likely a cup or dish."
ecommerce118k,78991154ccb7e96bf33114ffb16189a3.jpg,8,wallet,8.25,10,10,7,6,plain,False,"The background is a plain, bright white surface."
ecommerce118k,19f3f27a90829fd4e169f05289e6ccb2.jpg,8,wallet,5.75,8,3,7,5,plain,False,"The image is significantly degraded by the large, repetitive watermarks."
ecommerce118k,6f69f2ed29b17ab3e00aa816d60535f0.jpg,8,wallet,5.75,6,3,8,6,lifestyle,True,The image is significantly marred by a large watermark and distracting text on the packaging.
ecommerce118k,324718aabb5d94fac0f5769f9ff00346.jpg,8,wallet,8.75,10,10,8,7,plain,False,"The background is a solid, bright white colour."
ecommerce118k,ac3e4227e825a80ae6dfe25bf9f4bd58.jpg,8,wallet,8.25,9,10,8,6,plain,False,"The product is set against a plain, slightly off-white background."
ecommerce118k,241ce0710fb02050ad4da50a61661f62.jpg,8,wallet,6.75,10,1,10,6,plain,False,The product is set against a completely white background.
ecommerce118k,546ccb07e56ff5a55b7b1b202561a10d.jpg,8,wallet,5.25,7,2,8,4,plain,False,"The large and distracting ""As Seen On TV"" watermark significantly reduces purchase confidence."
ecommerce118k,770e3edecfc5282b461d6591c862d4cd.jpg,8,wallet,7.5,6,10,8,6,lifestyle,False,The product is laid on a fluffy white rug.
ecommerce118k,5c486e9649efae587b6426e1983335f0.jpg,8,wallet,8.75,9,10,8,8,plain,False,The product is set against a solid light pink background with scattered white carnation petals.
ecommerce118k,2bfa5a09ad160e2d3d8b15fc0c64bfbe.jpg,8,wallet,7.75,7,10,8,6,plain,False,The background is a plain white surface with blurred images of models and floral arrangements.
ecommerce118k,462c4812ee50a3c89c76e7cfcb5ee165.jpg,8,wallet,6.25,4,7,8,6,lifestyle,True,The cluttered lifestyle background distracts from the wallet and reduces its visual impact.
ecommerce118k,4ee1dbfbfc3a6b71f5117d16e9a08d5f.jpg,8,wallet,5.75,3,8,7,5,cluttered,True,The cluttered background distracts from the product and reduces its visual appeal.
ecommerce118k,cd2b1d9e0807c6d0cd0fa6394d7569f2.jpg,8,wallet,6.25,3,10,8,6,cluttered,True,The busy and repetitive background distracts from the product and reduces its visual impact.
ecommerce118k,b74aad78f60dcbce4cda868087830f41.jpg,8,wallet,8.5,8,10,9,7,plain,False,"The product is displayed on a white, slightly textured surface, with a blurred circular object in the background."
ecommerce118k,fb98fa4a374acdd7a4803749fa769220.jpg,8,wallet,4.0,3,2,7,4,cluttered,True,"The image is overwhelmed by distracting text overlays and a cluttered background, reducing purchase confidence."
ecommerce118k,255e105d859ac64cc2c022e0c570d51e.jpg,8,wallet,6.5,9,2,9,6,plain,False,"The large, distracting watermark significantly reduces the image's professional appeal."
ecommerce118k,67e7adbd87238211734c1b7d7adcf91a.jpg,8,wallet,6.75,4,10,8,5,lifestyle,True,The busy and distracting background detracts from the product and lowers the overall commercial appeal.
ecommerce118k,74ab0f4092db929daa5b13bead03c5d2.jpg,8,wallet,3.5,3,2,6,3,cluttered,True,"The image is cluttered with distracting elements and has significant text overlays, reducing its commercial appeal."
ecommerce118k,a379d003218bd075fc0e5d9e559e57f0.jpg,8,wallet,7.75,8,10,7,6,plain,False,"The product is placed on a textured, off-white surface that appears to be fabric or a similar soft material."
ecommerce118k,6d2f370e4174b5f530ecb99aa84af4a0.jpg,8,wallet,5.0,7,1,8,4,plain,False,"The large, distracting text overlays significantly reduce purchase confidence."
ecommerce118k,7bb357454958d5567e3ba4c4b60feff4.jpg,8,wallet,6.75,5,10,7,6,lifestyle,False,The background shows a blurred outdoor scene with greenery and a blue railing.
ecommerce118k,ad53503c20ad6eeaa3e5215893c65869.jpg,8,wallet,4.0,3,2,7,4,cluttered,True,The cluttered background and excessive text overlays significantly detract from the product and reduce purchase confidence.
ecommerce118k,b5d448140d419750a558b6002609403f.jpg,8,wallet,6.5,10,1,9,6,plain,False,"The large, distracting seller watermark significantly reduces the image's professional appeal."
ecommerce118k,7a40fc01a2d0e14f4e1790e0543214b4.jpg,8,wallet,6.5,8,3,9,6,plain,False,The large watermark and seller text significantly detract from the image's professional appearance.
ecommerce118k,bb961e6661943cd5b5baa50696150ffb.jpg,8,wallet,3.75,3,2,7,3,cluttered,True,"The image is heavily cluttered with promotional text and a distracting background, reducing purchase confidence."
ecommerce118k,daac380edf471e28b0471bcc40d79a60.jpg,8,wallet,5.5,6,2,8,6,lifestyle,False,"The large ""Best Seller"" text overlay significantly detracts from the image's professional appearance."
ecommerce118k,ad427fc3a7981a9d1fdf70ef239d03c3.jpg,8,wallet,6.75,10,1,9,7,plain,False,"The large, distracting text overlay significantly reduces the image's commercial appeal."
ecommerce118k,b85b6b94425d62092eeac942606b8dcc.jpg,8,wallet,8.75,10,10,9,7,plain,False,The product is set against a plain white background with a subtle grey shadow.
ecommerce118k,d1c95194c7144e82f5a005dff2668445.jpg,8,wallet,5.5,7,2,9,4,plain,False,The excessive text overlays significantly detract from the product's presentation and reduce purchase confidence.
ecommerce118k,9d66b18722b26b88653039a8b21a97d0.jpg,8,wallet,7.25,5,10,8,6,lifestyle,False,"The background features a blurred, patterned red fabric, likely clothing, with indistinct shapes suggesting a person's torso."
ecommerce118k,5dc9b0a93b4d482e750d16b3932013be.jpg,8,wallet,5.75,6,2,9,6,lifestyle,False,The large watermark significantly detracts from the image's professional appearance.
ecommerce118k,66acc6a073d3cf2e20331aca53e84545.jpg,8,wallet,5.25,7,2,8,4,plain,False,The image is cluttered with excessive seller-added text and promotional banners that detract from the product.
ecommerce118k,46683ca51922c1bf784108d036620277.jpg,8,wallet,8.75,10,10,9,7,plain,False,The product is set against a gradient white to grey background.
ecommerce118k,65d46e0516539d456e7db9716d339cec.jpg,8,wallet,3.25,2,1,7,3,cluttered,True,The cluttered background and excessive watermarks significantly detract from the product and reduce purchase confidence.
ecommerce118k,8988358a8861915955b72dce0f8e0c34.jpg,8,wallet,4.75,6,2,7,4,plain,False,"The image is heavily cluttered with text overlays and callouts, reducing its commercial appeal."
ecommerce118k,f939cd24ed506a71f6e61696889a7836.jpg,8,wallet,7.75,6,10,8,7,lifestyle,False,"The product is placed on a textured, light-coloured wooden surface with a magazine and teacup partially visible in the background."
ecommerce118k,bb2f8666e831cb9d111f32c737f4e2ea.jpg,8,wallet,3.75,3,1,7,4,cluttered,True,"The image is heavily cluttered with promotional text and numbered callouts, significantly detracting from the product."
ecommerce118k,8cd1c18bcf2f2e4d8d613c0bfeded7e6.jpg,8,wallet,7.0,8,5,9,6,plain,False,The background is a plain white surface with some subtle texture and a faint 'ROSE' watermark.
ecommerce118k,298d0ebd6037ae1de84a117a9daf6af3.jpg,8,wallet,7.75,6,10,8,7,lifestyle,False,"The background is a blurred, neutral grey, with a model partially visible."
ecommerce118k,24c30ac46f6fb88ee9bd08eadb55e4cc.jpg,8,wallet,5.75,3,10,7,4,cluttered,True,The cluttered and distracting background reduces the product's visual impact and lowers purchase confidence.
ecommerce118k,815bfbd9c9c41eeb338aceb7055eb172.jpg,8,wallet,3.75,2,10,8,5,cluttered,True,The cluttered background distracts from the product and reduces its visual appeal.
ecommerce118k,ca708e8a4f95bcb4cca924cbd796c082.jpg,8,wallet,7.5,6,10,8,6,lifestyle,False,The product is placed on a fluffy white rug-like surface.
