dataset,filename,description,category_id,category,overall_score,background_cleanliness,text_watermark_score,product_prominence,commercial_appeal,bg_class,needs_bg_replacement,reason
bg60k,4297.png,This booklet or notes,6,earring,8.5,8,10,9,7,lifestyle,False,"The product is set against an abstract, layered background of varying green tones and geometric shapes."
bg60k,22236.png,Chitin,6,earring,5.75,7,1,9,6,lifestyle,False,The large amount of text overlaid on the product packaging significantly reduces the image's commercial appeal.
bg60k,7287.png,outdoor instrument,6,earring,8.75,10,10,9,7,plain,False,The product is set against a gradient grey background that fades from light to dark.
bg60k,8433.png,outdoor instrument,6,earring,6.75,6,5,9,7,lifestyle,False,"The background features a blurred landscape of mountains, a car interior, and a gradient blue sky."
bg60k,51444.png,Other Western percussion instruments,6,earring,8.25,6,10,9,8,lifestyle,False,"The product is set against a blurred, warm-toned background featuring decorative elements like flowers, vases, and wooden surfaces."
bg60k,37886.png,whetstone,6,earring,9.25,10,10,9,8,plain,False,The product is set against a gradient teal and white background with subtle shadow effects.
bg60k,33027.png,Second-hand headphones or headsets,6,earring,8.25,9,10,8,6,plain,False,"The product is set against a dark, textured black background resembling fabric."
bg60k,4545.png,This booklet or notes,6,earring,8.5,9,10,8,7,plain,False,The notebooks are arranged on a light blue surface with a subtle gradient.
bg60k,24040.png,whetstone,6,earring,8.5,7,10,9,8,lifestyle,False,The product is placed on a dark wooden surface with a grey cloth and some leafy greens and a chili pepper as props.
bg60k,4655.png,Second-hand headphones or headsets,6,earring,7.75,6,10,8,7,lifestyle,False,"The product is placed on a patterned fabric surface with a blurred, repeating image of the same product in the background."
bg60k,3482.png,This booklet or notes,6,earring,8.0,6,10,9,7,lifestyle,False,"The product is placed on a dark wooden surface with blurred objects in the background, including a glass and what appears to be a vintage camera."
bg60k,3235.png,whetstone,6,earring,7.5,6,10,8,6,lifestyle,False,The product is placed on a dark wooden surface with textured grey and brown elements resembling stone or fabric in the background.
bg60k,8434.png,outdoor instrument,6,earring,6.75,4,10,8,6,lifestyle,True,The cluttered and distracting natural background detracts from the product and reduces its visual impact.
bg60k,58288.png,This booklet or notes,6,earring,8.25,9,10,8,6,plain,False,"The background is a dark, slightly textured surface, appearing black or very dark red."
bg60k,32960.png,This booklet or notes,6,earring,6.25,3,10,7,5,cluttered,True,The cluttered background of handwritten math worksheets distracts from the product and reduces its commercial appeal.
bg60k,16658.png,outdoor instrument,6,earring,9.25,10,10,9,8,plain,False,"The products are displayed on a solid, light green surface."
bg60k,48051.png,acne needle,6,earring,8.5,8,10,9,7,plain,False,"The product is placed on a slightly wrinkled, light grey surface that appears to be fabric or paper."
bg60k,37908.png,outdoor instrument,6,earring,9.25,10,10,9,8,plain,False,The product is set against a gradient grey background that fades from light to dark.
bg60k,51098.png,balloon,6,earring,8.5,8,10,9,7,plain,False,"The product is placed on a white surface, which appears to be a table or countertop."
bg60k,25239.png,This booklet or notes,6,earring,6.5,6,5,8,7,lifestyle,False,"The product is displayed against a blurred background of other similar prints and a wall, creating a gallery-like setting."
bg60k,19863.png,This booklet or notes,6,earring,7.75,8,10,7,7,lifestyle,False,"The product is presented within a bright red gift box, with a red background extending beyond the box's edges."
bg60k,57366.png,This booklet or notes,6,earring,8.75,10,10,8,7,plain,False,The product is placed on a solid light pink background.
bg60k,1906.png,balloon,6,earring,8.0,6,10,9,7,lifestyle,False,The product is set against a pale peach-coloured wall with decorative flower stickers and glimpses of furniture in the periphery.
bg60k,44713.png,This booklet or notes,6,earring,5.75,10,1,8,4,plain,False,"The image is significantly reduced in commercial appeal due to the large amount of text printed directly on the product, which is unavoidable in this case."
bg60k,11966.png,whetstone,6,earring,7.75,6,10,8,7,lifestyle,False,The product is shown inside an oven with a blurred kitchen scene visible through the open door.
bg60k,11134.png,This booklet or notes,6,earring,8.75,10,10,9,7,plain,False,"The product is set against a plain, light grey background."
bg60k,22734.png,neck care,6,earring,9.25,10,10,9,8,plain,False,"The product is set against a plain, light grey background."
bg60k,31522.png,This booklet or notes,6,earring,8.5,8,10,9,7,plain,False,"The background is a blurred, light grey surface with subtle gradient and texture."
bg60k,8389.png,This booklet or notes,6,earring,8.0,6,10,9,7,lifestyle,False,"The notebook is placed on a desk with a keyboard, a pen, a small statue, and a wooden object visible in the background."
bg60k,51163.png,neck care,6,earring,8.5,9,10,8,7,plain,False,The product is placed on a plain white surface with a subtle gradient and a few teal-coloured gel-like shapes.
bg60k,27103.png,balloon,6,earring,8.5,9,10,8,7,plain,False,"The background is a soft, gradient grey-green, transitioning from lighter to darker towards the bottom."
bg60k,32959.png,This booklet or notes,6,earring,6.0,9,1,8,6,plain,False,"The image is significantly degraded by the large, distracting text overlaid on the product."
bg60k,46165.png,outdoor instrument,6,earring,8.5,7,10,9,8,lifestyle,False,The watches are displayed on a textured yellow surface that resembles a running track.
bg60k,9858.png,whetstone,6,earring,8.5,7,10,9,8,lifestyle,False,"The product rests on a wooden base and a dark grey surface, with green foliage partially visible in the upper left corner."
bg60k,26998.png,This booklet or notes,6,earring,7.75,6,10,8,7,lifestyle,False,"The product is placed on a fluffy, light pink surface that appears to be a blanket or soft material."
bg60k,6404.png,This booklet or notes,6,earring,7.75,6,10,8,7,lifestyle,False,The product is staged amongst a collection of Harry Potter themed books and boxes on a red surface.
bg60k,52979.png,This booklet or notes,6,earring,8.0,10,5,9,8,plain,False,"The background is a gradient of light blue and white, with soft shadow effects suggesting a flat lay setup."
bg60k,22531.png,balloon,6,earring,6.75,4,10,8,7,cluttered,True,The cluttered background distracts from the product and reduces its visual impact.
bg60k,41356.png,whetstone,6,earring,8.75,9,10,9,7,plain,False,The product is set against a gradient red background with a subtle metallic texture at the bottom.
bg60k,3405.png,whetstone,6,earring,8.5,7,10,9,8,lifestyle,False,"The product is displayed on a wooden cutting board with scattered ingredients like limes, tomatoes, and herbs, suggesting a kitchen setting."
bg60k,21574.png,This booklet or notes,6,earring,8.75,9,10,8,8,plain,False,The product is set against a light blue gradient background.
bg60k,28928.png,outdoor instrument,6,earring,6.75,6,5,9,7,lifestyle,False,The background depicts a stylized airplane cockpit interior with a mountain range visible through the windows.
bg60k,3232.png,whetstone,6,earring,8.5,7,10,9,8,lifestyle,False,The product is placed on a dark wooden surface with a visible wood grain pattern.
bg60k,8390.png,This booklet or notes,6,earring,7.75,7,10,8,6,lifestyle,False,The notebooks are stacked on a light-coloured wood-grain surface with a small green plant and metal writing utensils visible.
bg60k,24134.png,This booklet or notes,6,earring,8.5,7,10,9,8,lifestyle,False,The product is placed on a textured wooden surface with scattered dried flowers and a small candle to the right.
bg60k,51434.png,toner cartridge,6,earring,5.0,7,1,8,4,plain,False,"The image is heavily overlaid with seller-added text and branding, reducing its commercial appeal."
bg60k,45190.png,This booklet or notes,6,earring,8.5,9,10,8,7,plain,False,"The background is a gradient of light grey tones, transitioning from brighter at the top to darker at the bottom."
bg60k,10162.png,This booklet or notes,6,earring,6.25,3,10,7,5,cluttered,True,The cluttered background distracts from the product and reduces its visual impact.
bg60k,3205.png,This booklet or notes,6,earring,8.75,8,10,9,8,plain,False,"The background is a dark grey, textured surface resembling fabric or a wall with vertical lines."
bg60k,50678.png,This booklet or notes,6,earring,6.0,9,1,8,6,plain,False,"The image is heavily overlaid with text and branding, reducing its commercial appeal."
bg60k,8435.png,outdoor instrument,6,earring,9.0,9,10,9,8,plain,False,The product is set against a gradient grey background with subtle light flares.
bg60k,29057.png,nunchaku,7,cap,8.75,9,10,9,7,plain,False,"The product is set against a dark, gradient grey background."
bg60k,59536.png,peaked cap,7,cap,8.75,10,10,9,7,plain,False,"The product is set against a solid, muted orange background."
bg60k,8335.png,sun hat,7,cap,9.25,10,10,9,8,plain,False,"The product is presented on a very light grey, almost white, seamless background."
bg60k,6601.png,baseball cap,7,cap,8.5,8,10,9,7,plain,False,The product is set against a geometric background of overlapping pastel-coloured planes.
bg60k,14817.png,duck,7,cap,7.5,6,10,8,6,lifestyle,False,"The product is presented on a white plate atop a woven placemat, with a blurred purple and white floral background."
bg60k,45258.png,top,7,cap,9.0,9,10,9,8,plain,False,The product is set against a dark gradient background with a subtle orange glow outlining a geometric base.
bg60k,47493.png,baseball cap,7,cap,5.75,7,1,9,6,plain,False,"The large, distracting Gucci logo text overlay significantly reduces the image's commercial appeal."
bg60k,42783.png,sun hat,7,cap,8.25,7,10,9,7,plain,False,The product is placed on a plain white surface with a blurred book and box visible in the background.
bg60k,33855.png,baseball cap,7,cap,9.0,9,10,9,8,plain,False,The product is set against a light blue and white geometric background consisting of overlapping rectangles.
bg60k,6265.png,sun hat,7,cap,9.25,10,10,9,8,plain,False,The product is set against a gradient blue sky with soft white clouds.
bg60k,4450.png,baseball cap,7,cap,7.5,6,10,8,6,lifestyle,False,"The product is placed on a wooden crate with a blurred, dark wooden background."
bg60k,21935.png,sun hat,7,cap,8.75,9,10,9,7,plain,False,The product is set against a light blue and white gradient background with blurred green leaf accents.
bg60k,50248.png,baseball cap,7,cap,8.75,8,10,9,8,lifestyle,False,"The background consists of overlapping geometric shapes in pastel colours, creating an abstract and modern aesthetic."
bg60k,32760.png,baseball cap,7,cap,7.5,6,10,8,6,lifestyle,False,The product is placed on top of a wooden crate with other crates partially visible in the background.
bg60k,30076.png,top,7,cap,6.25,3,10,7,6,cluttered,True,The cluttered background distracts from the product and reduces its visual impact.
bg60k,13635.png,baseball cap,7,cap,8.75,9,10,9,7,plain,False,The product is set against a gradient grey background that fades from light to dark.
bg60k,43949.png,baseball cap,7,cap,8.75,10,10,9,7,plain,False,"The product is set against a solid, neutral grey background."
bg60k,52885.png,classic works,7,cap,6.75,3,10,8,6,cluttered,True,The cluttered background distracts from the product and reduces its visual impact.
bg60k,37823.png,sun hat,7,cap,8.75,10,10,9,7,plain,False,"The product is set against a solid, light blue gradient background."
bg60k,38800.png,baseball cap,7,cap,8.0,9,8,8,7,plain,False,The product is displayed against a gradient white to grey background.
bg60k,36668.png,top,7,cap,6.0,7,2,9,6,lifestyle,False,"The image is significantly marred by large text and branding on the product packaging, reducing its commercial appeal."
bg60k,57153.png,duck,7,cap,8.0,7,10,9,6,lifestyle,False,"The product is presented on a light blue plate with a sprig of dill and a lemon wedge, set against a blurred, similarly colored surface."
bg60k,3117.png,washbasin,7,cap,8.25,7,10,9,7,lifestyle,False,The product is set against a light wood-grain surface with blurred tropical leaves in the background.
bg60k,27892.png,baseball cap,7,cap,8.5,8,10,9,7,plain,False,The product is set against a gradient pink and purple background with a simulated marble surface and abstract shapes.
bg60k,11023.png,baseball cap,7,cap,8.75,10,10,9,7,plain,False,"The background is a smooth, gradient grey colour, transitioning from lighter to darker."
bg60k,16400.png,washbasin,7,cap,7.5,6,10,8,6,lifestyle,False,The product is set against a wooden cabinet and tiled flooring with a plant visible in the background.
bg60k,17207.png,washbasin,7,cap,7.5,6,10,8,6,lifestyle,False,"The product is set against a grey tiled wall and floor, with a soap dispenser and soap bar visible on a small round table."
bg60k,31360.png,sun hat,7,cap,8.75,10,10,9,7,plain,False,"The product is set against a solid, neutral grey background."
bg60k,43948.png,baseball cap,7,cap,8.75,10,10,9,7,plain,False,"The product is set against a solid, neutral tan background."
bg60k,2235.png,Fisherman hat,7,cap,7.5,4,10,9,7,cluttered,True,The busy and distracting background detracts from the product and reduces its visual impact.
bg60k,725.png,washbasin,7,cap,6.0,8,2,9,5,plain,False,"The large, distracting watermark significantly reduces purchase confidence."
bg60k,8073.png,baseball cap,7,cap,6.75,3,10,8,6,cluttered,True,The distracting and busy graffiti background detracts from the product and lowers purchase confidence.
bg60k,46731.png,top,7,cap,8.25,8,10,9,6,plain,False,The product is placed on a textured grey surface that appears to be fabric.
bg60k,47492.png,baseball cap,7,cap,8.0,6,10,9,7,plain,False,The product is displayed on a plain white surface with a partially visible Gucci shopping bag in the upper left corner.
bg60k,5443.png,baseball cap,7,cap,8.75,10,10,9,7,plain,False,The product is isolated on a solid black background.
bg60k,3116.png,washbasin,7,cap,4.5,3,2,8,5,cluttered,True,The cluttered background and prominent text overlay distract from the product and reduce its commercial appeal.
bg60k,45920.png,filter,7,cap,8.5,8,10,9,7,plain,False,"The product is set against a blurred, neutral brown background resembling a wooden surface."
bg60k,23099.png,sun hat,7,cap,8.0,6,10,9,7,lifestyle,False,The product is placed on a light-coloured surface with blurred magazines and a plant visible in the background.
bg60k,28021.png,baseball cap,7,cap,6.0,6,3,9,6,lifestyle,False,"The background features a blurred, icy mountain range with a gradient blue sky."
bg60k,37509.png,filter,7,cap,8.75,8,10,9,8,plain,False,"The product rests on a dark, wood-grain surface."
bg60k,43635.png,sun hat,7,cap,8.75,10,10,9,7,plain,False,The product is set against a gradient blue background that transitions from lighter to darker shades.
bg60k,37411.png,sun hat,7,cap,8.75,10,10,9,7,plain,False,The product is set against a gradient grey background that fades from light to dark.
bg60k,44593.png,washbasin,7,cap,7.75,6,10,8,7,lifestyle,False,"The product is placed in front of a wooden cabinet and a tiled floor, with a green plant visible on the right."
bg60k,185.png,duck,7,cap,7.75,6,10,8,7,lifestyle,False,The product is presented on a woven mat with scattered spices like star anise and dried red chillies surrounding it.
bg60k,26293.png,baseball cap,7,cap,7.0,7,5,9,7,plain,False,The product is placed on top of a stack of white papers with some text visible on the bottom layer.
bg60k,9166.png,baseball cap,7,cap,8.5,10,10,8,6,plain,False,"The product is set against a solid, light blue background."
bg60k,14412.png,baseball cap,7,cap,7.25,8,5,9,7,plain,false,"The product is placed on top of a stack of books with a white and grey marbled pattern, against a plain white background."
bg60k,34000.png,sun hat,7,cap,8.75,10,10,8,7,plain,False,"The product is set against a plain, light grey background."
bg60k,8003.png,filter,7,cap,8.25,7,10,9,7,lifestyle,False,The product rests on a textured wooden surface resembling weathered planks.
bg60k,8057.png,baseball cap,7,cap,7.5,9,5,9,7,plain,False,The product is displayed against a gradient blue and white background with a subtle textured surface.
bg60k,7942.png,sun hat,7,cap,9.25,10,10,9,8,plain,False,"The product is set against a seamless, light grey background."
bg60k,32806.png,baseball cap,7,cap,8.75,10,10,9,7,plain,False,"The product is displayed against a solid, neutral grey gradient background."
bg60k,28827.png,sun hat,7,cap,6.75,4,8,9,6,cluttered,True,The blurred text in the background is distracting and reduces the overall professional look of the image.
bg60k,16369.png,washbasin,7,cap,6.75,4,10,8,6,cluttered,True,The cluttered background distracts from the product and reduces its visual impact.
bg60k,5140.png,sun hat,7,cap,8.5,9,10,8,7,plain,False,The product is displayed on three white cylindrical pedestals against a light blue-grey gradient background.
bg60k,36967.png,baseball cap,7,cap,6.75,7,5,9,6,plain,False,"The background features a gradient of blue and white with abstract, blurred light streaks."
bg60k,14387.png,top,7,cap,8.5,9,10,8,7,plain,False,"The product is displayed against a dark, textured grey background resembling a metallic surface."
bg60k,22223.png,washbasin,7,cap,7.5,6,10,8,6,lifestyle,False,The product is placed on a tiled floor in front of wooden cabinets and a large green plant.
bg60k,7334.png,baseball cap,7,cap,8.75,10,10,9,7,plain,False,The product is presented on a completely plain white background.
bg60k,26242.png,sun hat,7,cap,8.75,10,10,9,7,plain,False,The product is displayed against a solid black background.
bg60k,33502.png,top,7,cap,6.0,7,2,9,6,lifestyle,False,The image is heavily overlaid with promotional text and watermarks that detract from the product.
bg60k,56490.png,sun hat,7,cap,8.75,10,10,9,7,plain,False,The product is set against a gradient grey background that transitions from lighter to darker.
bg60k,16437.png,baseball cap,7,cap,9.25,10,10,9,8,plain,False,The product is set against a gradient grey background that fades from light to dark.
bg60k,53477.png,investment silver,8,wallet,8.5,10,10,9,7,plain,False,"The background is a solid, vibrant red colour."
bg60k,11002.png,Car keychain or bag,8,wallet,8.5,8,10,9,7,plain,False,"The product is displayed on a textured, slate-like surface with a slight diagonal orientation."
bg60k,54220.png,investment collection,8,wallet,8.75,10,10,8,7,plain,False,The product is displayed on a plain white background.
bg60k,24163.png,Car keychain or bag,8,wallet,8.75,8,10,9,8,plain,False,"The product is set against a dark grey, slightly textured surface with subtle floral elements in the upper left corner."
bg60k,14931.png,wallet,8,wallet,9.25,10,10,9,8,plain,False,The product is set against a gradient grey background that fades from light to dark.
bg60k,55389.png,banknotes,8,wallet,6.5,4,10,7,5,cluttered,True,The cluttered and distracting background reduces focus on the product and lowers overall commercial appeal.
bg60k,54223.png,investment collection,8,wallet,4.0,3,2,7,4,cluttered,True,The cluttered background and prominent watermarks distract from the product and reduce its commercial appeal.
bg60k,19426.png,Accounting supplies,8,wallet,8.25,8,10,9,6,plain,False,The product is set against a gradient grey background with a circular spotlight effect.
bg60k,10370.png,Car keychain or bag,8,wallet,9.0,9,10,9,8,plain,False,The background is a dark grey textured surface resembling carbon fiber or a similar patterned material.
bg60k,59110.png,investment collection,8,wallet,5.5,6,1,9,6,lifestyle,True,"The large, distracting text overlay significantly reduces the image's commercial appeal and purchase confidence."
bg60k,2305.png,investment collection,8,wallet,8.5,7,10,9,8,lifestyle,False,"The product is presented within a red box, set against a textured red background resembling folded paper fans."
bg60k,30636.png,Investment funds,8,wallet,8.5,8,10,9,7,plain,False,The product is displayed on a dark grey surface with scattered gold-colored confetti or glitter.
bg60k,56284.png,men wallet,8,wallet,7.75,6,10,8,7,lifestyle,False,"The product is presented inside a glossy red gift box, with red roses partially visible on the left side."
bg60k,12583.png,Accounting supplies,8,wallet,8.0,6,10,9,7,lifestyle,False,The product is placed on a white desk with a computer keyboard partially visible in the background.
bg60k,54217.png,investment collection,8,wallet,7.5,6,10,8,6,lifestyle,False,The product is set against a textured red fabric background with a repeating gold pattern.
bg60k,55142.png,men wallet,8,wallet,8.5,10,10,9,7,plain,False,"The product is set against a solid, pale peach-coloured background."
bg60k,62502.png,investment collection,8,wallet,8.5,8,10,9,7,lifestyle,False,"The product is presented on a dark brown, textured surface resembling wood or leather."
bg60k,4820.png,men wallet,8,wallet,8.75,10,10,9,7,plain,False,The product is set against a solid black background.
bg60k,46841.png,business briefcase,8,wallet,8.75,10,10,9,7,plain,False,"The background is a gradient from light grey to white, appearing seamless and without any discernible features."
bg60k,56331.png,Car keychain or bag,8,wallet,9.25,10,10,9,8,plain,False,The product is set against a dark grey gradient background.
bg60k,62355.png,men wallet,8,wallet,8.5,8,10,9,7,lifestyle,False,"The product is placed on a light-coloured wooden surface with a blurred, neutral-toned backdrop featuring a hint of greenery."
bg60k,62356.png,men wallet,8,wallet,8.25,7,10,9,7,lifestyle,False,"The product is presented in a light-wood gift box filled with red crinkle paper, set on a dark surface."
bg60k,43516.png,business briefcase,8,wallet,9.0,9,10,9,8,plain,False,The product is placed on a light wood-toned surface against a plain white background.
bg60k,53338.png,banknotes,8,wallet,8.5,10,10,8,6,plain,False,"The background is a solid, dark grey or black colour."
bg60k,11449.png,Car keychain or bag,8,wallet,9.0,9,10,9,8,plain,False,The product is set against a gradient blue background with subtle light reflections creating a sense of depth.
bg60k,59734.png,investment collection,8,wallet,8.75,9,10,9,7,plain,False,The product is set on a dark wood-grain surface against a gradient black background.
bg60k,62712.png,business briefcase,8,wallet,8.25,7,10,9,7,lifestyle,False,"The product is placed on a light grey, textured surface that resembles a sofa or cushioned background."
bg60k,32482.png,men wallet,8,wallet,8.0,6,10,9,7,lifestyle,False,The product is presented on a bed of bright red crinkled paper filler.
bg60k,14626.png,Investment funds,8,wallet,8.5,7,10,9,8,lifestyle,False,"The background is a blurred, textured red fabric with repeating golden characters partially visible."
bg60k,50517.png,Document package,8,wallet,8.5,7,10,9,8,lifestyle,False,The product is presented inside a red gift box filled with red paper shredding.
bg60k,61234.png,investment collection,8,wallet,8.75,9,10,9,7,plain,False,The product is set against a gradient black background that transitions to a warm brown surface below.
bg60k,50921.png,men wallet,8,wallet,8.5,8,10,9,7,plain,False,The product is placed on a light-coloured wood-grain surface.
bg60k,58246.png,Car keychain or bag,8,wallet,8.5,8,10,9,7,plain,False,"The product is placed on a textured, brown surface resembling leather or fabric."
bg60k,27437.png,network card,8,wallet,8.5,9,10,8,7,plain,False,The background is a gradient of dark blue with semi-transparent concentric circles emanating from the product.
bg60k,258.png,cage or pen,8,wallet,7.75,6,10,8,7,lifestyle,False,The product is situated in a living room setting with a large window displaying a nighttime cityscape.
bg60k,50516.png,Document package,8,wallet,7.25,8,5,9,7,plain,False,The product is placed on a red surface with a partially visible red box and another black item behind it.
bg60k,56332.png,Car keychain or bag,8,wallet,9.25,10,10,9,8,plain,False,The product is set against a dark grey gradient background.
bg60k,10532.png,Card holder or coin purse,8,wallet,6.25,6,5,8,6,lifestyle,False,"The product is placed on a wooden surface with a circular wooden platform underneath, and a keyboard partially visible in the upper left corner."
bg60k,32098.png,Car keychain or bag,8,wallet,9.0,9,10,9,8,plain,False,"The product is displayed on a dark, reflective surface that appears to be a gradient from black to grey."
bg60k,10285.png,investment collection,8,wallet,5.75,6,2,9,6,plain,True,The image is significantly marred by distracting watermarks overlaid on the background.
bg60k,54579.png,men wallet,8,wallet,8.25,7,10,9,7,lifestyle,False,The product is set against a gradient blue background with repeating Playboy bunny patterns on gift boxes and shopping bags.
bg60k,13820.png,Car keychain or bag,8,wallet,5.75,3,10,7,4,cluttered,True,The cluttered background with unrelated objects significantly distracts from the product and reduces its commercial appeal.
bg60k,62016.png,Car keychain or bag,8,wallet,8.5,9,10,8,7,plain,False,The product is placed on a textured grey surface that appears to be concrete or a similar material.
bg60k,29611.png,men wallet,8,wallet,8.5,7,10,9,8,lifestyle,False,The product is presented within a dark wood-grain box filled with red shredded paper.
bg60k,5216.png,Red envelope,8,wallet,7.5,10,5,8,7,plain,False,"The background is a solid, deep red colour."
bg60k,11807.png,men wallet,8,wallet,8.0,6,10,9,7,lifestyle,False,The wallet is presented on top of an open orange gift box surrounded by a large amount of red shredded paper.
bg60k,147.png,Money verification or counting machine,8,wallet,8.5,9,10,8,7,plain,False,"The product is set against a gradient grey background with a blurred, abstract shape resembling a cloud or wave."
bg60k,2699.png,men wallet,8,wallet,7.75,6,10,8,7,lifestyle,False,"The product is placed on a dark, textured surface with a laptop and car key fob also present."
bg60k,56834.png,investment silver,8,wallet,8.0,6,10,9,7,lifestyle,False,"The product is placed on a dark, ornate wooden surface with a patterned design."
bg60k,3501.png,Car keychain or bag,8,wallet,9.0,9,10,9,8,plain,False,The product is set against a dark blue gradient background with blurred white floral elements in the lower corners.
bg60k,10950.png,Investment funds,8,wallet,8.5,8,10,9,7,plain,False,"The product is displayed against a textured, bright red background resembling folded fabric."
bg60k,29080.png,wallet,8,wallet,9.0,9,10,9,8,plain,False,"The product is displayed on a light pink platform against a softly blurred, gradient pink background."
bg60k,20414.png,cage or pen,8,wallet,8.5,7,10,9,8,lifestyle,False,"The product is set against a dark, vertically ribbed wall with a blurred floor and a hint of greenery in the corner."
bg60k,56333.png,Car keychain or bag,8,wallet,9.25,10,10,9,8,plain,False,The product is set against a dark grey gradient background.
bg60k,30635.png,Investment funds,8,wallet,8.5,8,10,9,7,plain,False,"The background appears to be a blurred, textured gold surface, possibly fabric or a reflective material."
bg60k,9163.png,business briefcase,8,wallet,7.75,6,10,8,7,lifestyle,False,"The product is placed on a light grey upholstered chair against a blurred, neutral-toned background."
bg60k,22757.png,men wallet,8,wallet,8.25,7,10,9,7,lifestyle,False,"The wallet is presented inside a red gift box with a patterned interior, and a pen is partially visible on the left."
bg60k,2789.png,men wallet,8,wallet,8.5,7,10,9,8,lifestyle,False,"The product is presented within a patterned box, resting on a textured grey surface."
bg60k,31509.png,teen bike,8,wallet,8.75,10,10,9,7,plain,False,The product is set against a plain white background.
bg60k,11842.png,Car keychain or bag,8,wallet,6.5,9,1,10,6,plain,False,"The large, distracting text overlay significantly reduces the image's professional appeal."
bg60k,62501.png,investment collection,8,wallet,7.75,6,10,8,7,lifestyle,False,"The background appears to be a textured, dark grey surface with a repeating ornate pattern."
bg60k,40325.png,Investment funds,8,wallet,8.5,8,10,9,7,plain,False,"The background is a textured, vibrant red fabric, resembling silk or a similar material."
bg60k,47583.png,Car keychain or bag,8,wallet,8.5,7,10,9,8,lifestyle,False,"The background features a blurred outdoor scene with a blue sky, grass, and indistinct buildings."
bg60k,27744.png,suitcase,9,travel,9.25,10,10,9,8,plain,False,"The product is set against a smooth, gradient grey background."
bg60k,57236.png,travel equipment,9,travel,8.25,9,10,8,6,plain,False,"The product is set against a gradient background transitioning from dark grey at the bottom to bright white at the top, with simulated lighting effects."
bg60k,61792.png,suitcase,9,travel,8.5,8,10,9,7,plain,False,The product is set against a textured grey surface resembling concrete or asphalt.
bg60k,51383.png,suitcase,9,travel,9.25,10,10,9,8,plain,False,The product is set against a very light beige or off-white seamless background.
bg60k,40552.png,suitcase,9,travel,9.25,10,10,9,8,plain,False,The product is set against a gradient grey background that fades from light to dark.
bg60k,49797.png,travel tea set,9,travel,8.0,7,10,8,7,lifestyle,False,"The product is set on a textured grey surface resembling concrete or stone, with blurred greenery visible in the background."
bg60k,45379.png,Luggage,9,travel,9.0,8,10,9,9,lifestyle,False,The product is displayed on a marble-like platform against a backdrop of abstract geometric shapes in pastel colours.
bg60k,8890.png,suitcase,9,travel,9.0,10,10,9,7,plain,False,"The product is set against a seamless, very light grey background."
bg60k,45587.png,Luggage,9,travel,9.25,10,10,9,8,plain,False,"The product is set against a very light grey, almost white, seamless background."
bg60k,8247.png,Luggage,9,travel,9.25,10,10,9,8,plain,False,"The product is set against a seamless, light grey background."
bg60k,20695.png,suitcase,9,travel,8.5,9,10,8,7,plain,False,"The background is a gradient of pink and brown, with each suitcase positioned against a corresponding shade."
bg60k,41299.png,suitcase,9,travel,8.5,8,10,9,7,plain,False,The product is set against a textured grey background resembling concrete or a similar industrial surface.
bg60k,56182.png,Travel supplies,9,travel,7.5,6,9,8,7,lifestyle,False,"The product is placed on a wooden table in what appears to be a cafe setting, with blurred chairs and a coffee cup visible in the background."
bg60k,41052.png,suitcase,9,travel,9.25,10,10,9,8,plain,False,The product is set against a gradient grey background that fades from dark to light.
bg60k,29107.png,Luggage,9,travel,8.75,8,10,9,8,lifestyle,False,The product is set against a pastel blue and pink gradient background with blurred floral elements.
bg60k,58718.png,travel accessories,9,travel,8.25,9,10,8,6,plain,False,The product is set against a very pale beige or off-white gradient background.
bg60k,22307.png,suitcase,9,travel,7.75,7,10,8,7,lifestyle,False,"The products are set on a light-coloured wooden floor with a blurred, neutral-toned wall in the background."
bg60k,29405.png,Luggage,9,travel,9.25,10,10,9,8,plain,False,"The product is set against a seamless, very light grey background."
bg60k,59952.png,travel bag,9,travel,8.0,6,10,9,7,lifestyle,False,The product is placed on a wooden surface with a brick wall visible in the background.
bg60k,44146.png,outdoor camping car,9,travel,6.5,7,5,8,6,lifestyle,False,The product is displayed on bright green artificial grass.
bg60k,51114.png,suitcase,9,travel,7.75,6,10,8,7,lifestyle,False,"The background features a blurred interior scene with a rattan screen, wooden flooring, and a glimpse of a bed and magazines."
bg60k,20825.png,suitcase,9,travel,8.5,8,10,9,7,plain,False,"The product is set against a gradient white to grey background with a large, blurred circular shape behind it."
bg60k,26383.png,light novel,9,travel,6.0,8,1,9,6,plain,False,"The image is heavily overlaid with promotional text and watermarks, significantly reducing its commercial appeal."
bg60k,49511.png,suitcase,9,travel,8.0,6,10,9,7,lifestyle,False,"The suitcase is placed on a tiled floor with a blurred, light-coloured sofa and wall in the background."
bg60k,3512.png,suitcase,9,travel,9.0,9,10,9,8,plain,False,The product is set against a gradient teal and white background with a subtle light streak effect.
bg60k,26844.png,Self-driving camping,9,travel,6.5,8,2,9,7,plain,False,The image is significantly detracted by the large amount of text on the product packaging.
bg60k,26058.png,suitcase,9,travel,9.0,9,10,9,8,plain,False,The product is set against a gradient background transitioning from light grey to a darker blue-grey.
bg60k,8789.png,Luggage,9,travel,9.0,9,10,9,8,plain,False,The product is placed on a reflective surface with a gradient background transitioning from light grey to white.
bg60k,13249.png,Luggage,9,travel,9.25,10,10,9,8,plain,False,"The background is a seamless, light grey colour."
